pid,utt,utt_type,conf,needs_review,utt_ind,outcome
p426,what is the best technique,Solution Request,1.0,False,2,lost
p426,I meant generally in the game what is the best technique,Solution Request,0.6666666666666666,False,3,lost
p426,why can corners not be flipped,Knowledge Deficit Question,1.0,False,4,lost
p723,"I havent played this game before, what do you recommdn me for my next move?",Metacomment,0.6666666666666666,False,0,lost
p723,"I havent played this game before, what do you recommdn me for my next move?",Solution Request,1.0,False,0,lost
p723,and now?,Solution Request,1.0,False,1,lost
p723,which is best now?,Solution Request,1.0,False,2,lost
p723,which one would you recommedn me now?,Solution Request,1.0,False,3,lost
p723,"now i have another turn, which one should i use?",Solution Request,1.0,False,4,lost
p815,Would moving to h1 be good?,Common Ground Question,1.0,False,0,lost
p815,which of those would you recommend,Solution Request,1.0,False,1,lost
p815,Thanks. Didn't seem to work too well,Conversational Acknowledgment,1.0,False,2,lost
p815,Thanks. Didn't seem to work too well,Metacomment,0.6666666666666666,False,2,lost
p815,yes please,Conversational Acknowledgment,1.0,False,3,lost
p815,do we still want to avoid g2 now,Common Ground Question,1.0,False,4,lost
p368,Oh you can't go diagonal huh,Think Aloud,1.0,False,0,won
p368,nah like it doesn't flip colors in a diagonal line,Think Aloud,1.0,False,1,won
p368,Oh okay that's a good move then huh,Conversational Acknowledgment,1.0,False,2,won
p368,Oh okay that's a good move then huh,Common Ground Question,1.0,False,2,won
p368,"if i go b7, then after that white could get a corner",Think Aloud,1.0,False,3,won
p368,Not sure they'd be in a better position,Think Aloud,1.0,False,4,won
p368,Not sure they'd be in a better position,Metacomment,0.6666666666666666,False,4,won
p158,will g2 work,Common Ground Question,1.0,False,0,won
p158,what do you mean follow up,Knowledge Deficit Question,1.0,False,1,won
p158,ok will i go for c8 next,Conversational Acknowledgment,1.0,False,2,won
p158,ok will i go for c8 next,Common Ground Question,1.0,False,2,won
p158,ok give me more tips,Conversational Acknowledgment,1.0,False,3,won
p158,ok give me more tips,Solution Request,1.0,False,3,won
p158,and is it possible to flip any back,Knowledge Deficit Question,1.0,False,4,won
p786,am i right in thinking that i should choose edge squares not middle squares most of the time? here im thinking b8 or maybe c8 a7,Think Aloud,1.0,False,0,won
p786,am i right in thinking that i should choose edge squares not middle squares most of the time? here im thinking b8 or maybe c8 a7,Common Ground Question,1.0,False,0,won
p786,yes i do try but i find that hard to visualise . anyway i playyed c8 then b8 next go,Think Aloud,1.0,False,1,won
p786,yes i do try but i find that hard to visualise . anyway i playyed c8 then b8 next go,Conversational Acknowledgment,0.6666666666666666,False,1,won
p786,yes i do try but i find that hard to visualise . anyway i playyed c8 then b8 next go,Metacomment,0.6666666666666666,False,1,won
p786,compare b6 and g2,Common Ground Question,1.0,False,2,won
p786,now b6 just lets white retake that diagonal. even if a7 gives white b8 so the 8 row that might be better,Think Aloud,1.0,False,3,won
p786,so what i want to minimise is whites corners? more than justc white edges?,Think Aloud,1.0,False,4,won
p786,so what i want to minimise is whites corners? more than justc white edges?,Common Ground Question,0.6666666666666666,False,4,won
p786,thanks,Conversational Acknowledgment,1.0,False,5,won
p669,I don't know anything about this game at all.  I was considering square g2 but really I have no idea.  It just seemed to fit the rules I read about the game.,Think Aloud,1.0,False,0,lost
p669,I don't know anything about this game at all.  I was considering square g2 but really I have no idea.  It just seemed to fit the rules I read about the game.,Common Ground Question,0.6666666666666666,False,0,lost
p669,I don't know anything about this game at all.  I was considering square g2 but really I have no idea.  It just seemed to fit the rules I read about the game.,Metacomment,1.0,False,0,lost
p669,I guess maybe it might be able to take h1 after that?  I'm not sure?  Is the goal of the game to take corners?,Think Aloud,1.0,False,1,lost
p669,I guess maybe it might be able to take h1 after that?  I'm not sure?  Is the goal of the game to take corners?,Knowledge Deficit Question,1.0,False,1,lost
p669,I guess maybe it might be able to take h1 after that?  I'm not sure?  Is the goal of the game to take corners?,Metacomment,1.0,False,1,lost
p669,Maybe c8 since it's not right next to a corner?,Think Aloud,1.0,False,2,lost
p669,Maybe c8 since it's not right next to a corner?,Common Ground Question,0.6666666666666666,False,2,lost
p669,"Yeah, I was kind of looking at b7 too after typing in that response, what's the difference here between them and what White can do afterwards?  Keeping in mind I have never played this game before in my life lol and didn't even know it was a thing until now.",Think Aloud,1.0,False,3,lost
p669,"Yeah, I was kind of looking at b7 too after typing in that response, what's the difference here between them and what White can do afterwards?  Keeping in mind I have never played this game before in my life lol and didn't even know it was a thing until now.",Common Ground Question,1.0,False,3,lost
p669,"Yeah, I was kind of looking at b7 too after typing in that response, what's the difference here between them and what White can do afterwards?  Keeping in mind I have never played this game before in my life lol and didn't even know it was a thing until now.",Metacomment,0.6666666666666666,False,3,lost
p669,"That makes sense.  And then looking towards the next moves, after whatever logical move you think White might make in response to my taking b7, what's the best way for me to get a corner or otherwise get some advantage in this game?",Conversational Acknowledgment,1.0,False,4,lost
p669,"That makes sense.  And then looking towards the next moves, after whatever logical move you think White might make in response to my taking b7, what's the best way for me to get a corner or otherwise get some advantage in this game?",Solution Request,1.0,False,4,lost
p395,I'm considering G2.  Does this work?,Think Aloud,1.0,False,0,won
p395,I'm considering G2.  Does this work?,Common Ground Question,1.0,False,0,won
p395,"Ok, thanks.  How about b6?",Conversational Acknowledgment,1.0,False,1,won
p395,"Ok, thanks.  How about b6?",Common Ground Question,1.0,False,1,won
p395,I'm quite confused by this.  Is the game now over?  Why?,Knowledge Deficit Question,1.0,False,2,won
p395,I'm quite confused by this.  Is the game now over?  Why?,Metacomment,1.0,False,2,won
p395,I don't understand why a move is not legal?,Knowledge Deficit Question,1.0,False,3,won
p395,"Ok, thank you.  I still don't really understand what is meant by 'trapping' a straight line.",Conversational Acknowledgment,1.0,False,4,won
p395,"Ok, thank you.  I still don't really understand what is meant by 'trapping' a straight line.",Knowledge Deficit Question,1.0,False,4,won
p99,I'm considering placing a piece at d8. Is this a good idea?,Think Aloud,1.0,False,0,won
p99,I'm considering placing a piece at d8. Is this a good idea?,Common Ground Question,1.0,False,0,won
p99,"Sorry, I made a mistake. I'm considering c8. Is this the best move?",Think Aloud,0.6666666666666666,False,1,won
p99,"Sorry, I made a mistake. I'm considering c8. Is this the best move?",Conversational Acknowledgment,0.6666666666666666,False,1,won
p99,"Sorry, I made a mistake. I'm considering c8. Is this the best move?",Common Ground Question,1.0,False,1,won
p99,"Sorry, I made a mistake. I'm considering c8. Is this the best move?",Metacomment,0.6666666666666666,False,1,won
p99,"OK, I played b7. I'm thinking of playing g2 now. What do you think?",Think Aloud,0.6666666666666666,False,2,won
p99,"OK, I played b7. I'm thinking of playing g2 now. What do you think?",Conversational Acknowledgment,1.0,False,2,won
p99,"OK, I played b7. I'm thinking of playing g2 now. What do you think?",Common Ground Question,1.0,False,2,won
p99,I played c8 but white is in the a8 corner now?,Think Aloud,1.0,False,3,won
p99,I played c8 but white is in the a8 corner now?,Knowledge Deficit Question,0.6666666666666666,False,3,won
p99,What do you think is betteR?,Solution Request,1.0,False,4,won
p99,"OK, what do I do now? Please evaluate all remaining legal moves.",Conversational Acknowledgment,1.0,False,5,won
p99,"OK, what do I do now? Please evaluate all remaining legal moves.",Solution Request,1.0,False,5,won
p807,I have no idea how to play this game. What would be my optimal best move here?,Metacomment,1.0,False,0,lost
p807,I have no idea how to play this game. What would be my optimal best move here?,Solution Request,1.0,False,0,lost
p807,please explain why,Knowledge Deficit Question,1.0,False,1,lost
p807,thank you for explaining more thoroughly. now I am thinking B6. Is that good or bad?,Think Aloud,0.6666666666666666,False,2,lost
p807,thank you for explaining more thoroughly. now I am thinking B6. Is that good or bad?,Conversational Acknowledgment,1.0,False,2,lost
p807,thank you for explaining more thoroughly. now I am thinking B6. Is that good or bad?,Common Ground Question,1.0,False,2,lost
p807,"the other move allowed white the corner, but I digress. so what's the best move?",Think Aloud,1.0,False,3,lost
p807,"the other move allowed white the corner, but I digress. so what's the best move?",Solution Request,1.0,False,3,lost
p807,"that just turned a bunch of spaces white. I'm not sure this is working out so well, tbh. But just to keep it moving, what's is now the best move?",Think Aloud,0.6666666666666666,False,4,lost
p807,"that just turned a bunch of spaces white. I'm not sure this is working out so well, tbh. But just to keep it moving, what's is now the best move?",Metacomment,0.6666666666666666,False,4,lost
p807,"that just turned a bunch of spaces white. I'm not sure this is working out so well, tbh. But just to keep it moving, what's is now the best move?",Solution Request,1.0,False,4,lost
p591,"im thinking c8, is that any good?",Think Aloud,1.0,False,0,won
p591,"im thinking c8, is that any good?",Common Ground Question,1.0,False,0,won
p591,if they go b8 then i get a8,Think Aloud,1.0,False,1,won
p591,give me the best move,Solution Request,1.0,False,2,won
p591,"im very confused by this game, never played it before. what is the next best move now, it seems g2 gave them the corner",Think Aloud,0.6666666666666666,False,3,won
p591,"im very confused by this game, never played it before. what is the next best move now, it seems g2 gave them the corner",Metacomment,0.6666666666666666,False,3,won
p591,"im very confused by this game, never played it before. what is the next best move now, it seems g2 gave them the corner",Solution Request,1.0,False,3,won
p591,how about a7,Common Ground Question,1.0,False,4,won
p628,"I'm considering moving the circle at the top right to the next cell on the left, is this a good move?",Think Aloud,1.0,False,0,lost
p628,"I'm considering moving the circle at the top right to the next cell on the left, is this a good move?",Common Ground Question,1.0,False,0,lost
p628,so which one is the best move for me right now?,Solution Request,1.0,False,1,lost
p628,which move did white just make?,Knowledge Deficit Question,1.0,False,2,lost
p628,do you recommend g2 now? or still not?,Common Ground Question,1.0,False,3,lost
p628,"done, i think i earned several points",Think Aloud,1.0,False,4,lost
p628,b6?,Common Ground Question,1.0,False,5,lost
p628,"done, what's next?",Conversational Acknowledgment,1.0,False,6,lost
p628,"done, what's next?",Solution Request,1.0,False,6,lost
p785,would row 6 col b be a good move? it looks like it would end a line,Think Aloud,1.0,False,0,lost
p785,would row 6 col b be a good move? it looks like it would end a line,Common Ground Question,1.0,False,0,lost
p785,would row 2 col g be a good move that would flip colors in my favor?,Common Ground Question,1.0,False,1,lost
p785,"which legal move is the safest, with the biggest long-term potential?",Solution Request,1.0,False,2,lost
p785,that just flipped a lot of discs to white,Think Aloud,1.0,False,3,lost
p785,what's my next safest move with flip potential - and why?,Solution Request,1.0,False,4,lost
p785,do i want the upper left corner next?,Common Ground Question,1.0,False,5,lost
p785,"now can i go for the corner, or not?",Common Ground Question,1.0,False,6,lost
p785,do i go for upper right corner or the other one?,Common Ground Question,0.6666666666666666,False,7,lost
p735,is g2 good?,Common Ground Question,1.0,False,0,won
p735,h1?,Common Ground Question,1.0,False,1,won
p735,b8?,Common Ground Question,1.0,False,2,won
p735,b6,Think Aloud,0.6666666666666666,False,3,won
p735,what did I do wrong,Knowledge Deficit Question,0.3333333333333333,True,4,won
p735,what did I do wrong,Common Ground Question,0.3333333333333333,True,4,won
p735,what did I do wrong,Solution Request,0.3333333333333333,True,4,won
p797,What are the best options for me to play? I'm considering b6,Common Ground Question,1.0,False,0,won
p797,What are the best options for me to play? I'm considering b6,Solution Request,1.0,False,0,won
p797,What is the next correct move?,Solution Request,1.0,False,1,won
p797,And the next?,Solution Request,1.0,False,2,won
p797,Is a1 a legitimate move?,Common Ground Question,1.0,False,3,won
p797,What should I be looking for when deciding on a move?,Knowledge Deficit Question,1.0,False,4,won
p797,a1?,Common Ground Question,1.0,False,5,won
p797,and now what is best since white had no legal move?,Solution Request,1.0,False,6,won
p797,what if I did g2? would white have a legal move?,Think Aloud,0.6666666666666666,False,7,won
p797,what if I did g2? would white have a legal move?,Common Ground Question,1.0,False,7,won
p405,B7,Think Aloud,0.6666666666666666,False,0,won
p405,C8,Common Ground Question,0.6666666666666666,False,1,won
p405,Legal moves please,Solution Request,1.0,False,2,won
p405,A7,Think Aloud,1.0,False,3,won
p405,Legal moves,Think Aloud,0.3333333333333333,True,4,won
p405,Legal moves,Knowledge Deficit Question,0.3333333333333333,True,4,won
p405,Legal moves,Solution Request,0.3333333333333333,True,4,won
p405,Best?,Solution Request,0.6666666666666666,False,5,won
p813,is column g my best option?,Common Ground Question,1.0,False,0,lost
p813,so b6?,Common Ground Question,1.0,False,1,lost
p813,"ok, so that wasn't a good outcome was it?",Conversational Acknowledgment,1.0,False,2,lost
p813,"ok, so that wasn't a good outcome was it?",Common Ground Question,0.6666666666666666,False,2,lost
p813,"I want to understand better, so will continue as I am thanks",Conversational Acknowledgment,1.0,False,3,lost
p813,"I want to understand better, so will continue as I am thanks",Metacomment,1.0,False,3,lost
p813,white is already in the a8 corner,Think Aloud,1.0,False,4,lost
p813,"OK, I'm contrary :P",Conversational Acknowledgment,1.0,False,5,lost
p813,"OK, I'm contrary :P",Metacomment,1.0,False,5,lost
p813,a7 seems most logical...,Think Aloud,1.0,False,6,lost
p813,"was it a bad move to choose a1? If so, why?",Knowledge Deficit Question,1.0,False,7,lost
p813,"was it a bad move to choose a1? If so, why?",Common Ground Question,1.0,False,7,lost
p127,what should be my first move?,Solution Request,1.0,False,0,won
p127,how about now?,Solution Request,1.0,False,1,won
p127,"I chose a 7 but it was an illegal move, why?",Think Aloud,1.0,False,2,won
p127,"I chose a 7 but it was an illegal move, why?",Knowledge Deficit Question,1.0,False,2,won
p127,that meant that I lost,Think Aloud,1.0,False,3,won
p127,what would you suggest for next game?,Solution Request,1.0,False,4,won
p812,which squear would you suggest for my next move?,Solution Request,1.0,False,0,lost
p812,"OK, where next?",Conversational Acknowledgment,1.0,False,1,lost
p812,"OK, where next?",Solution Request,1.0,False,1,lost
p812,and now?,Solution Request,1.0,False,2,lost
p812,where did i go wrong?,Knowledge Deficit Question,0.6666666666666666,False,3,lost
p812,what opening move do you suggest for a fresh game?,Solution Request,1.0,False,4,lost
p383,Which is the best move on the board,Solution Request,1.0,False,0,won
p383,now what is the best move on the board,Solution Request,1.0,False,1,won
p383,are you sure?,Common Ground Question,0.6666666666666666,False,2,won
p383,"If I take c8, it will take b8 and turn me back to white.",Think Aloud,1.0,False,3,won
p383,Looks like I lost - I didn't play c8. Would I have won if I did?,Think Aloud,1.0,False,4,won
p383,Looks like I lost - I didn't play c8. Would I have won if I did?,Common Ground Question,1.0,False,4,won
p843,where should I put my next move?,Solution Request,1.0,False,0,lost
p843,I thought I was black,Think Aloud,1.0,False,1,lost
p843,so it will change the white colours to black?,Knowledge Deficit Question,0.6666666666666666,False,2,lost
p843,where should I go now?,Solution Request,1.0,False,3,lost
p843,ok what is my next move?,Conversational Acknowledgment,1.0,False,4,lost
p843,ok what is my next move?,Solution Request,1.0,False,4,lost
p783,can you flip counters diagonally?,Knowledge Deficit Question,1.0,False,0,lost
p783,"it looks like the best move is on row 7 then, is that right?",Think Aloud,0.6666666666666666,False,1,lost
p783,"it looks like the best move is on row 7 then, is that right?",Common Ground Question,1.0,False,1,lost
p783,if I play b7 then the other player shouldn't be able to flip back as far as I can see,Think Aloud,1.0,False,2,lost
p783,I flip 5 white tokens and their reply will only flip two black tokens. Is that correct?,Think Aloud,1.0,False,3,lost
p783,I flip 5 white tokens and their reply will only flip two black tokens. Is that correct?,Common Ground Question,1.0,False,3,lost
p783,"is it possible to flip tokens if there's a gap? Imagine white played B8, would they still flip the black tokens in row b?",Knowledge Deficit Question,1.0,False,4,lost
p131,ok how to i click to finish,Conversational Acknowledgment,0.6666666666666666,False,0,lost
p131,ok how to i click to finish,Knowledge Deficit Question,0.6666666666666666,False,0,lost
p131,ok thanks,Conversational Acknowledgment,1.0,False,1,lost
p131,i need to keep talking to you first,Metacomment,1.0,False,2,lost
p131,e did i go wrong?,Knowledge Deficit Question,0.6666666666666666,False,3,lost
p131,ok so always aim for a corner,Think Aloud,1.0,False,4,lost
p131,ok so always aim for a corner,Conversational Acknowledgment,1.0,False,4,lost
p535,What is the next best move for me ?,Solution Request,1.0,False,0,lost
p535,What would be the worst next move ?,Solution Request,1.0,False,1,lost
p535,"I didn't wait for your answer, how can I recover from this now ?",Metacomment,0.6666666666666666,False,2,lost
p535,"I didn't wait for your answer, how can I recover from this now ?",Solution Request,1.0,False,2,lost
p535,What is the best choice between b6 and a7 now ?,Common Ground Question,1.0,False,3,lost
p535,Could I have won this game in the beginning ?,Knowledge Deficit Question,1.0,False,4,lost
p30,can you quickly tell me the rules in simple wording?,Knowledge Deficit Question,0.6666666666666666,False,0,lost
p30,what is the best strategy to use?,Solution Request,1.0,False,1,lost
p30,where did I go wrong?,Knowledge Deficit Question,0.6666666666666666,False,2,lost
p30,what should be a players first move?,Solution Request,1.0,False,3,lost
p30,okay so always go for the corners,Think Aloud,1.0,False,4,lost
p30,okay so always go for the corners,Conversational Acknowledgment,0.6666666666666666,False,4,lost
p240,ASD,,,False,0,won
p240,"dont know what to do,",Metacomment,1.0,False,1,won
p240,"dont know what to do,",Solution Request,0.6666666666666666,False,1,won
p240,it says engage for 3 more turns to continue,Think Aloud,1.0,False,2,won
p240,no legal moves game over,Think Aloud,1.0,False,3,won
p240,“I can’t play a square because Black has no legal moves and there are no empty squares.”,Think Aloud,1.0,False,4,won
p314,I'm thinking I'll go for 6B next or perhaps 2G. Which is best,Think Aloud,1.0,False,0,lost
p314,I'm thinking I'll go for 6B next or perhaps 2G. Which is best,Common Ground Question,1.0,False,0,lost
p314,but C8 gains me only one piece,Think Aloud,1.0,False,1,lost
p314,"Ok, I did C8. Now what?",Think Aloud,0.6666666666666666,False,2,lost
p314,"Ok, I did C8. Now what?",Conversational Acknowledgment,1.0,False,2,lost
p314,"Ok, I did C8. Now what?",Solution Request,1.0,False,2,lost
p314,"Ok, I did that. now what?",Conversational Acknowledgment,1.0,False,3,lost
p314,"Ok, I did that. now what?",Solution Request,1.0,False,3,lost
p314,"I lost comprehensively, following your advice",Metacomment,1.0,False,4,lost
p608,2g looks good -- what do you think?,Think Aloud,1.0,False,0,won
p608,2g looks good -- what do you think?,Common Ground Question,1.0,False,0,won
p608,"OK, how about 7b",Conversational Acknowledgment,1.0,False,1,won
p608,"OK, how about 7b",Common Ground Question,1.0,False,1,won
p608,how about c8?,Common Ground Question,1.0,False,2,won
p608,Why are corners so important?,Knowledge Deficit Question,1.0,False,3,won
p608,So we're going with a1,Think Aloud,1.0,False,4,won
p777,What's my best move?,Solution Request,1.0,False,0,lost
p777,I think I did that wrong,Think Aloud,1.0,False,1,lost
p777,okay so if I move my b2 to a1?,Common Ground Question,1.0,False,2,lost
p777,Explain the rules again,Knowledge Deficit Question,1.0,False,3,lost
p777,"okay I get it, I was thinking I had to move existing discs",Think Aloud,1.0,False,4,lost
p777,"okay I get it, I was thinking I had to move existing discs",Conversational Acknowledgment,1.0,False,4,lost
